001,"[1, 2]"
010,"[1, 2]"
011,"[1, 2]"
0011,"[1, 2, 3]"
0101,"[1, 2, 3]"
00011,"[1, 2, 3, 2, 2]"
00111,"[1, 2, 4, 2, 1]"
01010,"[1, 3, 2, 3, 1]"
000111,"[1, 2, 3, 4, 4, 3, 2, 1]"
010101,"[1, 2, 3, 4, 3, 2, 3, 2]"
0000111,"[1, 2, 3, 4, 5, 6, 5, 6, 3]"
0001111,"[1, 2, 3, 5, 5, 6, 5, 5, 3]"
0101010,"[1, 3, 3, 5, 7, 6, 4, 3, 3]"
00001111,"[1, 2, 3, 4, 6, 8, 7, 9, 10, 9, 8, 2, 1]"
01010101,"[1, 2, 3, 4, 6, 10, 10, 12, 8, 5, 2, 3, 4]"
000001111,"[1, 2, 3, 4, 6, 7, 9, 11, 14, 14, 18, 13, 13, 9, 2]"
000011111,"[1, 2, 3, 4, 7, 8, 10, 11, 14, 14, 17, 12, 12, 9, 2]"
010101010,"[1, 3, 3, 6, 9, 10, 16, 18, 21, 16, 11, 4, 3, 4, 1]"
0000011111,"[1, 2, 3, 4, 6, 8, 10, 13, 14, 17, 23, 25, 26, 25, 23, 21, 16, 11, 4]"
0101010101,"[1, 2, 3, 4, 6, 11, 17, 21, 25, 29, 32, 29, 23, 16, 9, 9, 6, 3, 4, 2]"
00000011111,"[1, 2, 3, 4, 6, 8, 9, 14, 16, 20, 25, 32, 35, 42, 41, 43, 40, 40, 36, 28, 12, 5]"
00000111111,"[1, 2, 3, 4, 6, 9, 10, 15, 16, 20, 26, 31, 35, 41, 41, 42, 40, 39, 36, 28, 12, 5]"
01010101010,"[1, 3, 3, 6, 10, 12, 19, 30, 42, 52, 54, 56, 55, 43, 22, 20, 14, 10, 3, 4, 3]"
000000111111,"[1, 2, 3, 4, 6, 8, 10, 14, 18, 20, 26, 34, 41, 55, 55, 68, 69, 68, 81, 72, 71, 62, 46, 45, 27, 14, 4]"
010101010101,"[1, 2, 3, 4, 6, 11, 18, 26, 37, 50, 72, 87, 95, 95, 72, 75, 74, 47, 42, 21, 23, 26, 7, 9, 10, 3, 4, 4]"
0000000111111,"[1, 2, 3, 4, 6, 8, 10, 13, 17, 21, 29, 32, 45, 55, 68, 79, 92, 99, 113, 117, 123, 132, 120, 115, 110, 100, 75, 71, 37, 18, 1]"
0000001111111,"[1, 2, 3, 4, 6, 8, 11, 14, 19, 22, 29, 34, 46, 56, 69, 78, 93, 96, 110, 117, 122, 130, 120, 115, 109, 100, 75, 71, 37, 18, 1]"
