2,"[1, 2, 2, 1]"
3,"[1, 4, 8, 10, 1]"
4,"[1, 4, 10, 16, 12, 4, 1]"
5,"[1, 4, 12, 26, 48, 26, 3]"
6,"[1, 4, 12, 28, 48, 40, 11]"
7,"[1, 4, 12, 30, 64, 110, 105, 10]"
8,"[1, 4, 12, 30, 66, 126, 109, 32, 4]"
9,"[1, 4, 12, 30, 68, 134, 195, 176, 28]"
10,"[1, 4, 12, 30, 68, 146, 197, 150, 74, 30, 8]"
